,0.001,0.002,0.003,0.004,0.005
3,1.0,4.0,4.0,3.0,3.0
5,0.0,0.0,0.0,3.0,2.0
7,0.0,1.0,1.0,1.0,3.0
9,0.0,1.0,0.0,3.0,3.0
