,0.001,0.002,0.003,0.004,0.005
3,0.03410000000000005,0.11869999999999997,0.24010000000000006,0.3614000000000001,0.4831999999999997
5,0.01999999999999999,0.12179999999999995,0.28600000000000003,0.5113999999999997,0.7158000000000001
7,0.00919999999999999,0.10350000000000002,0.3103000000000001,0.5769,0.8404999999999999
9,0.005799999999999997,0.08830000000000009,0.3331999999999999,0.6474000000000002,0.9202000000000002
