,0.001,0.002,0.003,0.004,0.005
3,0.1195999999999999,0.25820000000000004,0.3642999999999999,0.4512999999999999,0.4707000000000002
5,0.03530000000000011,0.14789999999999995,0.27559999999999973,0.3990000000000002,0.4682000000000001
7,0.01429999999999997,0.0838000000000001,0.2173000000000002,0.35540000000000005,0.4508000000000002
9,0.0055999999999999965,0.05730000000000024,0.1821999999999998,0.3358999999999999,0.44759999999999955
