,0.001,0.002,0.003,0.004,0.005
3,1.0,7.0,6.0,4.0,5.0
5,1.0,2.0,2.0,6.0,5.0
7,0.0,2.0,2.0,3.0,7.0
9,0.0,2.0,3.0,6.0,9.0
