,1000,5000,10000,20000,40000,60000,80000,100000,120000
3,0.0006,0.011899999999999977,0.03770000000000012,0.12249999999999989,0.2934999999999998,0.4343999999999999,0.4864999999999998,0.4900000000000001,0.5066000000000006
5,0.0002,0.006599999999999996,0.05130000000000022,0.20170000000000007,0.4602000000000002,0.5015000000000003,0.5009999999999997,0.4989,0.5020000000000002
7,0.0,0.003900000000000002,0.039100000000000114,0.26250000000000034,0.5018000000000002,0.5081000000000006,0.4999000000000001,0.49930000000000013,0.5035000000000001
