,0.003,0.0035,0.004,0.0045000000000000005,0.005,0.0055,0.006,0.006500000000000001
3,0.01,0.01,0.0,0.0,0.005,0.02,0.03,0.025
5,0.035,0.03,0.045,0.065,0.1,0.1,0.135,0.15
7,0.135,0.19,0.185,0.21,0.25,0.275,0.305,0.35
9,0.25,0.3,0.33,0.39,0.32,0.405,0.415,0.465
