,0.001,0.0014,0.0018,0.0021999999999999997,0.0026,0.003
3,0.0012500000000000005,0.002000000000000001,0.0029499999999999978,0.004699999999999993,0.005199999999999992,0.008449999999999987
5,0.007549999999999985,0.014900000000000031,0.023500000000000097,0.035100000000000096,0.04604999999999997,0.05709999999999995
7,0.03275000000000012,0.061249999999999964,0.08689999999999994,0.11635000000000002,0.14839999999999992,0.17569999999999988
9,0.08995000000000003,0.13165000000000002,0.19189999999999985,0.2385999999999999,0.2720499999999999,0.30900000000000016
