,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008
3,0.03750000000000013,0.0797,0.12839999999999996,0.1831000000000003,0.21270000000000028,0.2770000000000001,0.2917000000000002,0.4323999999999998
5,0.003700000000000002,0.019700000000000016,0.04700000000000023,0.0955,0.13639999999999988,0.21730000000000033,0.2657,0.38250000000000023
7,0.0007999999999999999,0.004999999999999998,0.020399999999999998,0.047400000000000185,0.08620000000000005,0.16019999999999995,0.243,0.37119999999999986
9,0.0002,0.0014000000000000002,0.00789999999999999,0.023200000000000044,0.06030000000000026,0.1193000000000001,0.221,0.3636000000000001
