,0.001,0.007,0.013000000000000001
3,0.029899999999999836,0.3306600000000001,0.49729999999999974
5,0.0037000000000000028,0.29155999999999993,0.4952800000000002
7,0.0005600000000000002,0.27196000000000015,0.5007
9,0.0001,0.25916,0.49720000000000003
