,0.0001,0.0002,0.0003,0.0004,0.0005,0.0006,0.0007,0.0008,0.0009,0.001,0.0011,0.0012,0.0013,0.0014,0.0015
3,0.00021000000000000004,0.0007000000000000004,0.0013100000000000008,0.0025099999999999957,0.003689999999999983,0.0050899999999999695,0.007119999999999956,0.008859999999999937,0.011779999999999933,0.013839999999999901,0.016219999999999915,0.01894999999999997,0.022769999999999964,0.025569999999999954,0.030919999999999927
5,2e-05,0.00013,0.0003300000000000001,0.0009600000000000007,0.0019200000000000016,0.0028799999999999898,0.004099999999999979,0.007399999999999956,0.009719999999999935,0.01270999999999991,0.01655999999999992,0.02074999999999996,0.02683999999999996,0.03161999999999994,0.03791
7,0.0,2.9999999999999997e-05,5e-05,0.0004600000000000002,0.0006500000000000004,0.0012000000000000008,0.0023599999999999958,0.0038599999999999832,0.0060199999999999655,0.009569999999999933,0.012779999999999915,0.017739999999999933,0.022759999999999985,0.030919999999999927,0.03835
