,3,5,7
0,0.002782500000000001,0.004334999999999995,0.0063899999999999955
1,1.25e-05,0.0,0.0
2,0.0025325000000000013,0.004457499999999999,0.006415
3,6.500000000000002e-05,2.5e-06,0.0
4,0.0028225000000000012,0.004447499999999997,0.006517499999999995
5,0.00010500000000000006,2.5e-06,0.0
6,0.002687500000000001,0.0045774999999999965,0.006522499999999995
7,0.00015250000000000007,1.5e-05,0.0
8,0.0028799999999999997,0.004719999999999998,0.006417499999999996
9,0.00018750000000000014,1.5e-05,0.0
10,0.0025650000000000013,0.004767499999999997,0.0065374999999999964
11,0.00024500000000000015,1.5e-05,2.5e-06
12,0.0027825000000000007,0.004439999999999997,0.006179999999999995
13,0.00033750000000000023,4.500000000000002e-05,0.0
14,0.0027275000000000003,0.004437499999999995,0.006609999999999994
15,0.00038250000000000024,3.750000000000002e-05,2.5e-06
16,0.002635000000000002,0.004704999999999996,0.006439999999999994
17,0.0004100000000000002,4.7500000000000016e-05,0.0
18,0.002787500000000001,0.004734999999999996,0.0065324999999999975
19,0.0004100000000000003,4.5000000000000016e-05,2.5e-06
20,0.0028225000000000004,0.004537499999999997,0.006542499999999995
21,0.0004975000000000003,5.0000000000000016e-05,0.0
22,0.0026800000000000005,0.004717499999999999,0.006499999999999995
23,0.0005375000000000003,3.750000000000001e-05,2.5e-06
24,0.002735,0.0048324999999999965,0.006552499999999996
25,0.0005800000000000003,7.000000000000005e-05,2.5e-06
26,0.002875,0.004692499999999996,0.0067449999999999975
27,0.0006500000000000004,7.000000000000005e-05,0.0
28,0.0028625000000000005,0.004579999999999997,0.006457499999999997
29,0.0006550000000000004,5.7500000000000036e-05,1e-05
30,0.0027899999999999995,0.004762499999999994,0.006619999999999999
31,0.0007750000000000005,7.250000000000004e-05,2.5e-06
32,0.002785,0.004779999999999996,0.006674999999999998
33,0.0007950000000000005,9.500000000000003e-05,2.5e-06
34,0.0027325000000000006,0.0046449999999999955,0.006924999999999997
35,0.0008325000000000006,9.750000000000005e-05,2.5e-06
36,0.00289,0.004762499999999997,0.0065774999999999965
37,0.0008400000000000005,8.250000000000003e-05,7.5e-06
38,0.0028425000000000004,0.004759999999999997,0.006637499999999998
39,0.0009225000000000007,7.250000000000003e-05,0.0
40,0.002795,0.004707499999999996,0.006649999999999997
41,0.0010250000000000007,9.750000000000005e-05,2.5e-06
42,0.0029924999999999995,0.005117499999999997,0.006762499999999997
43,0.0009450000000000007,0.00011250000000000005,1.25e-05
44,0.002830000000000001,0.004904999999999997,0.006809999999999995
45,0.0010200000000000007,9.000000000000003e-05,7.5e-06
46,0.0030925,0.004819999999999996,0.0068324999999999966
47,0.0011050000000000007,0.00010750000000000007,2.5e-06
48,0.002837500000000001,0.004869999999999998,0.006727499999999995
49,0.0011225000000000007,0.00010000000000000006,5e-06
50,0.0028225000000000012,0.004907499999999998,0.006852499999999996
51,0.0011150000000000008,0.00010750000000000007,1e-05
52,0.0031099999999999995,0.004982499999999998,0.006899999999999998
53,0.0012900000000000008,0.00012000000000000007,5e-06
54,0.0028974999999999995,0.004862499999999996,0.006759999999999997
55,0.0012875000000000009,0.00013750000000000006,7.5e-06
56,0.002835,0.004834999999999997,0.007079999999999998
57,0.001317500000000001,0.00010750000000000007,5e-06
58,0.0029974999999999997,0.005099999999999997,0.006969999999999997
59,0.0012900000000000008,0.00013250000000000008,5e-06
60,0.0029925000000000004,0.005202499999999996,0.007109999999999994
61,0.001480000000000001,0.00013250000000000008,7.5e-06
62,0.0030075,0.005022499999999997,0.0070224999999999975
63,0.001417500000000001,0.00015250000000000007,1.5e-05
64,0.0028750000000000013,0.0049999999999999975,0.00693
65,0.001597500000000001,0.00013250000000000008,1.5e-05
66,0.003022500000000001,0.004947499999999998,0.00705
67,0.001580000000000001,0.00013500000000000008,7.5e-06
68,0.00295,0.004929999999999997,0.006927499999999998
69,0.0015775000000000012,0.00014500000000000008,1e-05
70,0.0029925000000000012,0.004979999999999996,0.007072499999999994
71,0.0016975000000000013,0.0002025000000000001,5e-06
72,0.0031574999999999993,0.0051724999999999965,0.007037499999999998
73,0.0016925000000000013,0.00013500000000000008,1e-05
74,0.0030275,0.005064999999999995,0.007074999999999997
75,0.0016350000000000013,0.00014500000000000008,1e-05
76,0.0030525,0.005089999999999999,0.006964999999999994
77,0.0017525000000000012,0.0001600000000000001,1.25e-05
78,0.0029674999999999997,0.0050924999999999955,0.007222499999999993
79,0.0019475000000000015,0.0001800000000000001,2.5e-06
80,0.00298,0.005112499999999997,0.0071075
81,0.0018250000000000013,0.00017250000000000013,1e-05
82,0.0030375,0.005139999999999997,0.007014999999999991
83,0.0019175000000000015,0.0001625000000000001,7.5e-06
84,0.0031325000000000003,0.005192499999999997,0.007434999999999997
85,0.0018575000000000013,0.00019500000000000013,1.7500000000000002e-05
86,0.0029350000000000005,0.005254999999999995,0.007484999999999997
87,0.0020325000000000013,0.00020500000000000016,1.25e-05
88,0.0029975,0.005129999999999996,0.007042499999999995
89,0.0020975000000000017,0.00019250000000000013,7.5e-06
90,0.0029649999999999998,0.005159999999999997,0.007352499999999997
91,0.0021300000000000017,0.00024000000000000014,1e-05
92,0.0031700000000000005,0.0051449999999999985,0.007277499999999996
93,0.0022900000000000017,0.00021000000000000014,2.5e-06
94,0.00309,0.005129999999999996,0.007339999999999998
95,0.0023000000000000017,0.00025000000000000017,1e-05
96,0.00306,0.0052799999999999965,0.007267499999999997
97,0.002390000000000002,0.00021000000000000014,1.7500000000000002e-05
98,0.0031275,0.005244999999999999,0.007252499999999994
99,0.0022450000000000018,0.00026250000000000015,1.25e-05
