,0.004,0.005,0.006
3,0.015399999999999983,0.022999999999999958,0.03039999999999993
5,0.01559999999999998,0.02699999999999995,0.04220000000000002
7,0.01519999999999998,0.028199999999999947,0.051400000000000085
