,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008
3,0.00769999999999999,0.023600000000000034,0.055900000000000234,0.08600000000000003,0.12959999999999994,0.15459999999999993,0.19829999999999995,0.23459999999999992
5,0.0046,0.022200000000000025,0.06410000000000027,0.12329999999999999,0.1951000000000002,0.2565999999999997,0.3195999999999997,0.3638
7,0.0024000000000000007,0.014299999999999969,0.06420000000000024,0.15339999999999995,0.2454000000000002,0.3318,0.41020000000000045,0.4531
9,0.0005,0.011499999999999982,0.06120000000000018,0.16640000000000021,0.2929000000000001,0.39499999999999985,0.4481000000000003,0.48700000000000054
