,1800,2000,2200,2400,2600,2800,3000,3200
3,0.0010953999999999981,0.0013400999999999975,0.0016311999999999984,0.0019069000000000002,0.002235199999999998,0.0025702999999999998,0.0028994000000000008,0.003330199999999998
5,0.00013650000000000012,0.0001831000000000003,0.00023790000000000012,0.00031149999999999993,0.00039650000000000037,0.0004827000000000001,0.0005940000000000001,0.0007220999999999999
7,1.5599999999999976e-05,2.1799999999999937e-05,3.069999999999991e-05,4.0500000000000015e-05,5.730000000000017e-05,7.830000000000028e-05,9.880000000000026e-05,0.00012300000000000028
