,0,400,800,1200,1600,2800
3,3.9999999999999996e-05,0.0002150000000000001,0.0003900000000000002,0.0007500000000000006,0.0012299999999999978,0.0032349999999999775
5,7.000000000000001e-05,7.000000000000001e-05,7.500000000000001e-05,0.00013000000000000007,0.00024000000000000014,0.0006700000000000003
7,0.00022,0.00015,0.00017999999999999998,0.000155,0.00021,0.00021500000000000008
9,0.00032999999999999994,0.00035499999999999996,0.00031,0.00033,0.000295,0.00029000000000000006
