,1800,2000,2200,2400,2600,2800,3000,3200
3,0.0006200000000000003,0.0006300000000000004,0.0007300000000000004,0.0006100000000000003,0.0005900000000000004,0.0006300000000000004,0.0005300000000000002,0.0005800000000000003
5,0.00014,0.00020000000000000004,0.00015,0.00011999999999999998,0.00013,0.00017,0.00016,0.00014
7,0.0,2e-05,2.9999999999999997e-05,2e-05,4e-05,1e-05,1e-05,2.9999999999999997e-05
