,1800,2000,2200,2400,2600,2800,3000
3,0.0011549999999999987,0.0014249999999999961,0.0017249999999999932,0.0020149999999999903,0.0021899999999999867,0.0025399999999999845,0.002924999999999981
5,0.00029500000000000007,0.0002950000000000002,0.0003900000000000001,0.00043000000000000026,0.0005750000000000004,0.0006700000000000005,0.0007000000000000005
7,0.00034500000000000004,0.00039,0.000325,0.00034,0.0004600000000000001,0.00041000000000000005,0.00043000000000000004
