,100,500,1500,2000,2500,3000
3,0.0006760000000000005,0.0006290000000000004,0.0006540000000000005,0.0006570000000000005,0.0006830000000000004,0.0006230000000000004
5,0.0001160000000000001,0.0001290000000000001,0.00012600000000000008,0.0001390000000000001,0.0001290000000000001,0.00015200000000000012
7,2.1000000000000012e-05,1.800000000000001e-05,1.7000000000000007e-05,2.5000000000000015e-05,1.2000000000000004e-05,2.2000000000000013e-05
9,4e-06,0.0,2e-06,1e-06,2e-06,4e-06
