,1,10,50,100,150,200,400,600,800,1000,1200,1400,1600,1800,2000,2200,2400,2600,2800,3000,3200
3,8.500000000000003e-06,1.4000000000000008e-05,1.1500000000000007e-05,1.500000000000001e-05,2.350000000000002e-05,3.4500000000000025e-05,8.350000000000006e-05,0.0001500000000000001,0.0002550000000000002,0.00037200000000000026,0.0004995000000000004,0.0007004999999999967,0.0009269999999999941,0.0010844999999999937,0.0013384999999999923,0.0016259999999999918,0.0019289999999999913,0.0022194999999999897,0.002550999999999993,0.002968999999999991,0.0033634999999999954
5,0.0,0.0,0.0,5e-07,5e-07,5e-07,4.5e-06,7.500000000000004e-06,1.4000000000000008e-05,2.650000000000002e-05,3.9000000000000026e-05,6.800000000000004e-05,9.800000000000008e-05,0.00013500000000000008,0.00019000000000000015,0.00022700000000000018,0.0003050000000000002,0.0004070000000000003,0.0004860000000000004,0.0005874999999999985,0.000716999999999996
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,2.5e-06,1.5e-06,5.5000000000000016e-06,9.000000000000005e-06,1.550000000000001e-05,1.8500000000000013e-05,3.1500000000000014e-05,4.8500000000000034e-05,4.8000000000000035e-05,7.800000000000005e-05,0.00010200000000000008,0.00013600000000000008
