,5000,10000,15000,20000,25000,30000
3,0.007989999999999966,0.028745000000000017,0.05799999999999993,0.09481999999999996,0.13276000000000004,0.17209999999999986
5,0.0025949999999999827,0.017609999999999983,0.05086000000000004,0.09861999999999996,0.15956999999999993,0.22222500000000003
7,0.0006200000000000004,0.008604999999999963,0.035459999999999964,0.08905500000000006,0.16333000000000003,0.24745499999999984
9,0.00022000000000000012,0.004279999999999976,0.02390000000000001,0.07375000000000001,0.15953000000000003,0.25988500000000003
