,0,400,800,1200,1600,2800
3,0.006969999999999954,0.006739999999999959,0.006674999999999952,0.00707499999999995,0.007019999999999953,0.006994999999999959
5,0.014774999999999965,0.014859999999999979,0.014949999999999962,0.014554999999999983,0.01469499999999998,0.014469999999999976
7,0.03503000000000002,0.03420499999999998,0.03491,0.03516499999999998,0.03554999999999997,0.03475500000000001
9,0.07710000000000003,0.07834500000000011,0.07724000000000006,0.07881000000000002,0.077845,0.07841000000000001
