,1,10,50,100,150,200,400,600,800,1000,1200,1400,1600
3,0.0,0.0,0.0,0.002,0.001,0.001,0.001,0.0,0.001,0.001,0.002,0.001,0.004
5,0.003,0.006,0.001,0.001,0.0,0.0,0.003,0.004,0.001,0.001,0.0,0.004,0.004
7,0.003,0.002,0.003,0.005,0.009,0.001,0.008,0.003,0.007,0.004,0.001,0.005,0.004
