,1,10,50,100,150,200,400,600,800,1000,1200,1400,1600
3,7e-06,7e-06,1e-05,1.2000000000000004e-05,1.800000000000001e-05,2.800000000000001e-05,7.700000000000006e-05,0.00015200000000000012,0.0002570000000000002,0.0003660000000000003,0.0005150000000000004,0.0006730000000000005,0.0008980000000000007
5,0.0,0.0,0.0,0.0,0.0,1e-06,2e-06,1.3000000000000004e-05,1.3000000000000004e-05,3.400000000000002e-05,5.100000000000004e-05,7.200000000000006e-05,9.900000000000008e-05
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,4e-06,3e-06,6e-06,8e-06
