,1800,2000,2200,2400,2600,2800,3000,3200
3,0.0006507999999999998,0.0006633999999999996,0.0006603999999999999,0.0006640999999999987,0.0006430000000000001,0.000668799999999999,0.0006593999999999994,0.000669999999999999
5,0.00013430000000000017,0.00013280000000000014,0.0001366000000000001,0.0001355000000000003,0.00013100000000000015,0.0001332000000000002,0.00012570000000000024,0.00013450000000000013
7,1.7799999999999962e-05,1.6199999999999967e-05,1.8599999999999964e-05,1.849999999999996e-05,1.7299999999999967e-05,2.0299999999999958e-05,2.0799999999999947e-05,1.839999999999997e-05
