,1,200,400,600,800,1000,1200,1400,1600,1800,2000,2200,2400,2600,2800,3000,3200
9,2.249999999999999e-06,2.6000000000000005e-06,2.2499999999999988e-06,2.2499999999999996e-06,2.6000000000000005e-06,1.949999999999999e-06,1.9499999999999987e-06,2.4e-06,2.45e-06,2.5e-06,2.249999999999999e-06,2.399999999999999e-06,1.849999999999999e-06,2.5499999999999993e-06,3.450000000000002e-06,2.2999999999999996e-06,1.8499999999999988e-06
