,1000,1200,1400,1600,1800,2000,2200,2400,2600,2800,3000,3200
3,0.0006814999999999967,0.0006549999999999968,0.0006459999999999976,0.0006804999999999968,0.0006479999999999971,0.000668499999999997,0.000669499999999996,0.0006669999999999975,0.0006599999999999969,0.0006614999999999969,0.0006794999999999972,0.0006639999999999963
5,0.00012700000000000008,0.0001225000000000001,0.0001365000000000001,0.00013250000000000008,0.0001240000000000001,0.0001375000000000001,0.0001500000000000001,0.00011250000000000009,0.0001455000000000001,0.0001330000000000001,0.0001335000000000001,0.0001410000000000001
7,1.700000000000001e-05,1.450000000000001e-05,1.600000000000001e-05,1.550000000000001e-05,2.2500000000000015e-05,1.7500000000000012e-05,1.6500000000000008e-05,2.2000000000000016e-05,1.3000000000000008e-05,2.450000000000002e-05,2.050000000000001e-05,2.0000000000000015e-05
