,0,2000,4000,6000,8000,10000,12000,14000,16000,18000,20000
3,2.900000000000002e-05,0.001596999999999991,0.005025999999999984,0.009770999999999986,0.015662999999999986,0.022282000000000017,0.028545999999999974,0.03518000000000006,0.042365,0.04908300000000004,0.055010999999999866
5,0.00011900000000000009,0.005557999999999985,0.014835999999999981,0.023752,0.03103099999999999,0.03739000000000007,0.041211000000000074,0.04384500000000008,0.04571000000000001,0.046073000000000044,0.046675999999999995
7,0.0003260000000000002,0.00974499999999998,0.018843000000000002,0.02292299999999999,0.023534999999999986,0.022719000000000013,0.021216000000000023,0.019343000000000006,0.017420999999999996,0.016101,0.014934999999999992
9,0.0005730000000000004,0.011337999999999982,0.013745999999999979,0.012136999999999964,0.00994799999999999,0.007952999999999983,0.0064769999999999784,0.005418999999999985,0.004547999999999983,0.003934999999999983,0.0035049999999999834
