,1800,2000,2200,2400,2600,2800,3000,3200
3,0.0011061999999999986,0.0013572999999999981,0.0016316000000000006,0.0019100000000000024,0.002246000000000001,0.0025851000000000016,0.0029413000000000004,0.003293299999999997
5,0.00013870000000000025,0.00018540000000000012,0.00025030000000000023,0.0003240000000000006,0.00039380000000000025,0.0004799,0.0005934,0.0007054999999999995
7,1.529999999999998e-05,2.2099999999999937e-05,2.9999999999999926e-05,4.130000000000002e-05,5.9100000000000176e-05,6.810000000000019e-05,0.00010220000000000023,0.00012980000000000025
