,500,100,1500,2000,2500,3000
3,0.00020800000000000015,5.400000000000004e-05,0.0009960000000000008,0.0015689999999999918,0.002346999999999988,0.0031369999999999814
5,0.0008980000000000007,0.00018600000000000013,0.0038279999999999807,0.005771999999999985,0.007669999999999988,0.010056999999999993
7,0.001981999999999988,0.0005500000000000004,0.007404999999999983,0.010044999999999998,0.01288299999999999,0.015070999999999973
9,0.003159999999999982,0.00102,0.009264999999999983,0.011094000000000003,0.012485999999999987,0.01331799999999997
