,1,10,100,200,400,600,800,1000,1200,1400,1600,1800,2000,2200,2400,2600,2800,3000,3200
3,0.008449999999999984,0.008511999999999981,0.00858299999999999,0.00880299999999998,0.008718999999999994,0.009016999999999989,0.009127999999999995,0.009338999999999981,0.009606999999999984,0.009830999999999982,0.010027999999999978,0.010165999999999984,0.01044299999999998,0.01063199999999998,0.010932999999999991,0.011164999999999975,0.011052999999999988,0.011491999999999974,0.011443999999999994
5,0.0060689999999999815,0.006151999999999978,0.006056999999999989,0.006296999999999978,0.006327999999999979,0.006448999999999978,0.00669799999999998,0.00683999999999998,0.006949999999999979,0.007108999999999986,0.007359999999999985,0.00748399999999998,0.007653999999999988,0.007920999999999982,0.008086999999999985,0.008316999999999986,0.008409999999999978,0.00876599999999999,0.008813999999999987
7,0.0032479999999999866,0.0032419999999999793,0.0032679999999999884,0.0034229999999999833,0.003472999999999983,0.0036169999999999835,0.0035189999999999874,0.0038359999999999844,0.0038809999999999826,0.004056999999999981,0.003990999999999983,0.004183999999999982,0.004200999999999982,0.00436899999999998,0.004645999999999979,0.004622999999999985,0.0047949999999999824,0.0049019999999999845,0.005171999999999981
