,1,10,100,200,400,600,800,1200,1400,1600,1800,2000,2200,2400,2600,2800,3000,3200,3400,3600,3800,4000,5500,6000,6500,7000
3,0.0001230000000000001,0.00012600000000000008,0.00018000000000000012,0.00034000000000000024,0.0008540000000000007,0.0016189999999999898,0.002635999999999983,0.005528999999999992,0.0073629999999999815,0.009301999999999982,0.011527999999999993,0.014218999999999992,0.016984000000000006,0.01996500000000004,0.02301199999999999,0.02634799999999998,0.029900999999999987,0.03337000000000001,0.03725999999999998,0.04067999999999999,0.04541000000000005,0.04983000000000006,0.08478000000000008,0.09789000000000003,0.11178,0.12310999999999996
5,5e-06,8e-06,4e-06,2.1000000000000012e-05,0.00010300000000000008,0.00022400000000000016,0.0004710000000000004,0.0014329999999999927,0.0023809999999999864,0.0034079999999999844,0.004649999999999986,0.006283999999999975,0.008124999999999983,0.010202999999999988,0.012765999999999991,0.01563099999999999,0.018604999999999997,0.022260000000000002,0.026409999999999975,0.02928999999999992,0.03408999999999999,0.04032999999999996,0.08437999999999993,0.10374999999999986,0.12444000000000001,0.14393
7,0.0,1e-06,0.0,1e-06,9e-06,2.7000000000000016e-05,9.000000000000006e-05,0.0003550000000000003,0.0005910000000000004,0.0009880000000000008,0.0015649999999999913,0.0023119999999999864,0.003349999999999982,0.0045459999999999815,0.005998999999999981,0.007828999999999975,0.010088999999999983,0.012351999999999985,0.015329999999999908,0.019469999999999977,0.021499999999999964,0.02610999999999995,0.07239999999999996,0.09471999999999994,0.11988999999999993,0.14569000000000001
