,0.0001,0.00012,0.00014,0.00015999999999999999,0.00017999999999999998,0.00019999999999999998,0.00021999999999999998,0.00023999999999999998,0.00026,0.00028,0.0003
3,0.0024000000000000015,0.0020600000000000015,0.0023200000000000017,0.002560000000000002,0.0026600000000000018,0.002360000000000002,0.002800000000000002,0.0030000000000000022,0.0030600000000000024,0.0034600000000000026,0.003560000000000003
5,2e-05,4e-05,4e-05,4e-05,5.9999999999999995e-05,0.0001,0.0002,0.00016,0.00014000000000000001,5.9999999999999995e-05,8e-05
7,4e-05,0.0001,5.9999999999999995e-05,0.00012,8e-05,0.00016,0.00016,2e-05,0.0001,0.00012,0.00014000000000000001
9,0.0001,4e-05,4e-05,8e-05,5.9999999999999995e-05,0.0001,8e-05,0.00017999999999999998,0.00016,5.9999999999999995e-05,0.00014000000000000001
