,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009000000000000001,0.010000000000000002
3,0.001,0.001,0.011,0.011,0.017,0.028,0.039,0.052,0.058,0.065
5,0.002,0.002,0.007,0.013,0.026,0.05,0.073,0.086,0.104,0.133
7,0.0,0.001,0.005,0.018,0.023,0.062,0.083,0.12,0.154,0.178
