,3,5,7,9,11
0,0.00016,0.00022000000000000003,0.0002800000000000001,0.0003200000000000001,0.0003500000000000002
1,0.00033000000000000016,2.9999999999999997e-05,0.0,0.0,0.0
2,0.00010999999999999999,0.0002400000000000001,0.00036000000000000013,0.00047000000000000026,0.0005200000000000003
3,0.0007800000000000004,0.00011999999999999998,4e-05,1e-05,0.0
4,0.00018,0.00041000000000000026,0.0005100000000000004,0.0007000000000000004,0.0008300000000000006
5,0.001470000000000001,0.0002600000000000001,6e-05,5e-05,1e-05
6,0.0003500000000000002,0.0005200000000000003,0.0007000000000000004,0.0009600000000000007,0.0010900000000000007
7,0.0023199999999999965,0.0004800000000000003,0.00020000000000000004,7.000000000000001e-05,2e-05
8,0.0003100000000000001,0.0006000000000000003,0.0009000000000000006,0.0009800000000000006,0.0010900000000000007
9,0.002969999999999989,0.0005700000000000003,0.00019000000000000004,5e-05,2.9999999999999997e-05
10,0.0004300000000000002,0.0007700000000000005,0.0010400000000000008,0.001340000000000001,0.0015200000000000012
11,0.0034599999999999874,0.0007200000000000004,0.0003300000000000001,6e-05,0.0
12,0.0005300000000000003,0.0010200000000000007,0.001280000000000001,0.0016600000000000013,0.0018800000000000015
13,0.004329999999999978,0.0008500000000000005,0.00034000000000000013,0.00010999999999999999,1e-05
14,0.0003800000000000002,0.0007600000000000005,0.0011200000000000008,0.0016200000000000012,0.0018400000000000014
15,0.0052299999999999664,0.0008400000000000006,0.00023000000000000006,6e-05,2e-05
16,0.0005800000000000003,0.0009600000000000007,0.001380000000000001,0.0017300000000000013,0.002110000000000001
17,0.005719999999999963,0.0010300000000000008,0.0005600000000000003,0.00015,2e-05
18,0.0009100000000000005,0.0014200000000000011,0.0018900000000000015,0.002319999999999997,0.002669999999999992
19,0.006619999999999956,0.001300000000000001,0.0006100000000000003,8.999999999999999e-05,2e-05
20,0.0008600000000000005,0.001350000000000001,0.0018800000000000015,0.002449999999999996,0.0028899999999999907
21,0.006679999999999962,0.0010500000000000008,0.0004300000000000002,9.999999999999999e-05,2.9999999999999997e-05
22,0.0007800000000000004,0.001400000000000001,0.0019500000000000014,0.0025699999999999933,0.0030199999999999893
23,0.007559999999999955,0.001380000000000001,0.0005100000000000003,0.00013,2.9999999999999997e-05
24,0.0006900000000000004,0.001490000000000001,0.0020900000000000003,0.0026299999999999917,0.0031499999999999866
25,0.008669999999999945,0.001570000000000001,0.0006800000000000004,0.00015,5e-05
26,0.0008800000000000006,0.0015100000000000011,0.0021499999999999996,0.002679999999999994,0.00315999999999999
27,0.009529999999999938,0.0017600000000000014,0.0005400000000000002,0.00019000000000000004,5e-05
28,0.0009700000000000006,0.0017200000000000013,0.002459999999999995,0.0031899999999999893,0.003779999999999984
29,0.010339999999999924,0.0018500000000000014,0.0008100000000000005,0.00018,2e-05
30,0.0011200000000000008,0.0020000000000000013,0.002859999999999989,0.003489999999999985,0.004089999999999977
31,0.010559999999999932,0.0019700000000000017,0.0009600000000000007,0.00017,2e-05
32,0.0012200000000000008,0.0020900000000000003,0.00286999999999999,0.0035699999999999838,0.004269999999999979
33,0.011399999999999912,0.0021899999999999997,0.0008100000000000005,0.0002800000000000001,4e-05
34,0.0011100000000000007,0.0019300000000000016,0.002749999999999993,0.0037799999999999826,0.00444999999999998
35,0.011659999999999922,0.0024499999999999943,0.0009900000000000006,0.0002600000000000001,7.000000000000001e-05
36,0.0013300000000000009,0.002209999999999998,0.0031899999999999876,0.004129999999999978,0.004729999999999972
37,0.012109999999999916,0.0025899999999999955,0.0009500000000000006,0.00019000000000000004,2e-05
38,0.0011500000000000008,0.0021999999999999984,0.002909999999999991,0.003859999999999984,0.0045799999999999765
39,0.012719999999999919,0.002479999999999998,0.0010000000000000007,0.00022000000000000006,6e-05
40,0.001270000000000001,0.0023099999999999974,0.003239999999999987,0.004269999999999977,0.0050699999999999695
41,0.012869999999999911,0.002659999999999993,0.0011300000000000008,0.0002600000000000001,9.999999999999999e-05
42,0.001490000000000001,0.002489999999999994,0.0038399999999999814,0.004849999999999972,0.005609999999999963
43,0.014699999999999904,0.0028899999999999907,0.0011000000000000007,0.0002800000000000001,2.9999999999999997e-05
44,0.001340000000000001,0.0026099999999999925,0.0036899999999999837,0.004789999999999976,0.0057699999999999705
45,0.014879999999999909,0.0032699999999999856,0.0013300000000000009,0.00022000000000000006,8e-05
46,0.0018600000000000014,0.003169999999999988,0.004219999999999978,0.005279999999999967,0.006099999999999962
47,0.015359999999999905,0.0033099999999999857,0.001440000000000001,0.0002600000000000001,7.000000000000001e-05
48,0.0017100000000000012,0.002589999999999993,0.0039499999999999804,0.005029999999999965,0.005799999999999962
49,0.0160999999999999,0.003629999999999983,0.001450000000000001,0.0004000000000000002,6e-05
50,0.0016900000000000012,0.0029299999999999877,0.0042699999999999795,0.005539999999999967,0.006369999999999962
51,0.016979999999999922,0.0034499999999999865,0.0016800000000000014,0.00032000000000000013,2.9999999999999997e-05
52,0.0016500000000000013,0.002839999999999992,0.004249999999999984,0.005349999999999969,0.006309999999999964
53,0.01819999999999995,0.0038299999999999836,0.0015300000000000012,0.00038000000000000013,8e-05
54,0.0018200000000000013,0.003309999999999986,0.004859999999999969,0.006069999999999957,0.006889999999999957
55,0.017339999999999932,0.004039999999999979,0.001570000000000001,0.0003300000000000001,0.00010999999999999999
56,0.0019400000000000014,0.0033299999999999853,0.004669999999999973,0.006039999999999963,0.006909999999999956
57,0.018859999999999943,0.004099999999999979,0.0016200000000000012,0.0004200000000000002,7.000000000000001e-05
58,0.0018900000000000015,0.003149999999999987,0.0047199999999999725,0.006249999999999965,0.007369999999999954
59,0.019979999999999956,0.004529999999999974,0.0016600000000000013,0.0004800000000000003,7.000000000000001e-05
60,0.0021299999999999995,0.003809999999999984,0.005229999999999969,0.006549999999999954,0.007879999999999943
61,0.02006999999999994,0.0044899999999999775,0.0016400000000000013,0.0004900000000000003,0.00011999999999999998
62,0.0021399999999999995,0.0033199999999999836,0.00486999999999997,0.006339999999999958,0.007379999999999947
63,0.020999999999999984,0.004519999999999975,0.0017900000000000014,0.0004100000000000002,7.000000000000001e-05
64,0.002209999999999998,0.003629999999999985,0.005279999999999967,0.007029999999999953,0.00817999999999995
65,0.021899999999999968,0.004709999999999972,0.0019500000000000014,0.0004800000000000003,0.00014
66,0.002589999999999994,0.004169999999999977,0.005909999999999956,0.007549999999999951,0.008749999999999937
67,0.021399999999999957,0.0046899999999999754,0.0019100000000000015,0.0005100000000000003,0.00011999999999999998
68,0.002409999999999996,0.004179999999999978,0.00600999999999996,0.007709999999999955,0.008919999999999952
69,0.023379999999999953,0.005299999999999966,0.0019800000000000017,0.0003800000000000002,8.999999999999999e-05
