,3,5,7,9,11
0,1e-05,2e-05,2.5e-05,4.9999999999999996e-05,4.9999999999999996e-05
1,1e-05,0.0,0.0,0.0,0.0
2,1e-05,5e-06,5.4999999999999995e-05,9e-05,8.000000000000002e-05
3,2e-05,0.0,5e-06,0.0,0.0
4,2.5e-05,5.999999999999999e-05,6.5e-05,0.00012000000000000004,0.00013000000000000004
5,3.5000000000000004e-05,1e-05,0.0,0.0,0.0
6,2.5e-05,7e-05,8e-05,0.00012000000000000004,0.00013500000000000006
7,6.5e-05,1e-05,5e-06,0.0,5e-06
8,4e-05,7e-05,9.500000000000002e-05,0.00018000000000000007,0.00024500000000000015
9,9e-05,2e-05,5e-06,0.0,0.0
10,9.5e-05,9e-05,0.00014000000000000004,0.00018500000000000008,0.0002150000000000001
11,0.00011000000000000003,1.4999999999999999e-05,5e-06,0.0,0.0
12,7e-05,0.00014000000000000004,0.00017500000000000008,0.0003250000000000002,0.00022500000000000016
13,7.5e-05,5e-06,1e-05,0.0,0.0
14,6.5e-05,0.0002150000000000001,0.0001850000000000001,0.0002700000000000001,0.00033000000000000016
15,0.00015000000000000004,2e-05,5e-06,0.0,0.0
16,6.5e-05,0.00016000000000000007,0.0002050000000000001,0.0002100000000000001,0.00043000000000000026
17,0.00013500000000000003,1.4999999999999999e-05,0.0,0.0,0.0
18,8e-05,0.00020500000000000008,0.00028000000000000014,0.0003450000000000002,0.0004400000000000003
19,0.00016500000000000008,2e-05,1e-05,0.0,0.0
20,0.00012000000000000004,0.0002000000000000001,0.00028500000000000015,0.00038000000000000024,0.0003550000000000002
21,0.00011999999999999999,2e-05,5e-06,0.0,0.0
22,0.00011000000000000003,0.00024000000000000014,0.0002500000000000001,0.00038500000000000025,0.0005600000000000004
23,0.00022500000000000013,3.5000000000000004e-05,1e-05,0.0,0.0
24,9.500000000000002e-05,0.00018500000000000008,0.0003700000000000002,0.0004850000000000003,0.0005400000000000003
25,0.0001900000000000001,2.5e-05,1.4999999999999999e-05,0.0,0.0
26,9.500000000000002e-05,0.00023000000000000012,0.0003550000000000002,0.0005000000000000003,0.0005800000000000004
27,0.00015500000000000005,1e-05,5e-06,0.0,0.0
28,0.00015000000000000004,0.0002500000000000001,0.0003750000000000002,0.0005150000000000004,0.0005050000000000003
29,0.00026000000000000014,2e-05,5e-06,5e-06,0.0
30,0.00016500000000000005,0.00030500000000000015,0.00040500000000000025,0.0005450000000000003,0.0006350000000000005
