,3,5,7,9
0,0.0029250000000000023,0.004400000000000003,0.007449999999999999,0.009074999999999996
1,0.0,0.0,0.0,0.0
2,0.0033250000000000024,0.0056500000000000005,0.0064749999999999955,0.009924999999999991
3,0.0001,2.5e-05,0.0,0.0
4,0.0031000000000000016,0.0047250000000000035,0.007224999999999994,0.008874999999999996
5,0.00027499999999999996,0.0,0.0,0.0
6,0.0030500000000000015,0.004800000000000003,0.007499999999999996,0.008674999999999999
7,0.0001,5e-05,0.0,0.0
8,0.002950000000000002,0.004975000000000004,0.006999999999999996,0.009149999999999995
9,0.0003,0.0,0.0,0.0
10,0.0029250000000000014,0.006000000000000001,0.006849999999999999,0.009799999999999991
11,0.00027499999999999996,5e-05,0.0,0.0
12,0.003025000000000002,0.004275000000000003,0.006850000000000002,0.009324999999999993
13,0.00034999999999999994,0.0,0.0,0.0
14,0.0030750000000000018,0.005300000000000002,0.006999999999999996,0.009549999999999996
15,0.00039999999999999996,7.5e-05,0.0,0.0
16,0.002525000000000001,0.00545,0.008324999999999997,0.008524999999999998
17,0.0004,5e-05,0.0,0.0
18,0.0031250000000000015,0.0048750000000000035,0.006924999999999997,0.0087
19,0.0004500000000000001,5e-05,0.0,0.0
20,0.0032500000000000016,0.0049000000000000024,0.007124999999999999,0.009524999999999992
21,0.00042500000000000003,7.5e-05,0.0,0.0
22,0.003450000000000002,0.005000000000000004,0.007199999999999996,0.009674999999999996
23,0.0005250000000000002,7.5e-05,0.0,0.0
24,0.0033750000000000026,0.004825000000000003,0.007524999999999997,0.009474999999999992
25,0.0006250000000000002,0.0,0.0,0.0
26,0.002850000000000002,0.005849999999999998,0.007824999999999995,0.009674999999999994
27,0.0008500000000000004,0.0001,0.0,0.0
28,0.0028250000000000016,0.005799999999999999,0.007399999999999997,0.008999999999999994
29,0.0007250000000000003,7.5e-05,0.0,0.0
30,0.0033000000000000026,0.0048750000000000035,0.006849999999999992,0.00964999999999999
31,0.0008250000000000004,0.00017500000000000003,0.0,0.0
32,0.0026500000000000017,0.00545,0.006799999999999998,0.009874999999999997
33,0.0010000000000000005,0.0001,0.0,0.0
34,0.0033000000000000017,0.005974999999999999,0.006999999999999998,0.009674999999999994
35,0.0010750000000000004,0.0001,0.0,0.0
36,0.003400000000000002,0.0058249999999999994,0.0072499999999999995,0.010599999999999993
37,0.0011250000000000003,0.0001,0.0,0.0
38,0.0029000000000000015,0.004900000000000004,0.007099999999999999,0.008949999999999993
39,0.0011500000000000004,0.00015000000000000001,0.0,0.0
40,0.0033750000000000017,0.005250000000000002,0.007274999999999997,0.009274999999999995
41,0.0012000000000000005,7.5e-05,0.0,0.0
42,0.0038500000000000023,0.0052000000000000015,0.006999999999999995,0.009499999999999991
43,0.0013000000000000006,0.000225,2.5e-05,0.0
44,0.002800000000000002,0.0058000000000000005,0.006999999999999998,0.009799999999999994
45,0.0013000000000000006,0.00015000000000000001,5e-05,0.0
46,0.0029500000000000017,0.004625000000000003,0.007424999999999998,0.009224999999999997
47,0.0014750000000000008,0.00017500000000000003,0.0,0.0
48,0.0031250000000000015,0.004700000000000003,0.008424999999999992,0.010474999999999996
49,0.0014750000000000008,0.0003,2.5e-05,0.0
50,0.0031500000000000018,0.005150000000000003,0.006824999999999999,0.010124999999999993
51,0.0018500000000000007,0.00015000000000000001,0.0,0.0
52,0.0031250000000000023,0.0057,0.0077499999999999965,0.010424999999999995
53,0.0013750000000000006,0.00025,0.0,0.0
54,0.0029750000000000015,0.005500000000000001,0.007124999999999996,0.009649999999999994
55,0.001975000000000001,0.0002,0.0,0.0
56,0.0028250000000000016,0.005325000000000002,0.00815,0.009924999999999996
57,0.0014750000000000008,0.0002,0.0,0.0
58,0.003475000000000002,0.005575000000000001,0.008049999999999995,0.009799999999999991
59,0.001700000000000001,7.5e-05,2.5e-05,0.0
60,0.003725000000000002,0.005800000000000002,0.007874999999999995,0.009524999999999992
61,0.001900000000000001,0.00017500000000000003,2.5e-05,0.0
62,0.0032000000000000023,0.005774999999999999,0.007549999999999997,0.009124999999999994
63,0.001775000000000001,0.0003,5e-05,0.0
64,0.003675000000000002,0.004900000000000003,0.006599999999999998,0.010249999999999992
65,0.002025000000000001,0.00017500000000000003,5e-05,0.0
66,0.0032500000000000016,0.005675,0.0077499999999999965,0.010199999999999994
67,0.001750000000000001,0.000225,2.5e-05,0.0
68,0.0033500000000000023,0.005750000000000001,0.006874999999999999,0.010024999999999992
69,0.001775000000000001,0.00017500000000000003,0.0,0.0
70,0.0032250000000000017,0.005450000000000002,0.007924999999999995,0.010299999999999991
71,0.0018500000000000012,0.0003,0.0,0.0
72,0.003950000000000002,0.006,0.008599999999999997,0.009899999999999992
73,0.002075000000000001,0.00017500000000000003,0.0,0.0
74,0.0033750000000000026,0.005949999999999999,0.007749999999999995,0.009974999999999994
75,0.0021250000000000015,0.000225,2.5e-05,0.0
76,0.003800000000000002,0.0054750000000000024,0.007499999999999998,0.010049999999999995
77,0.0027250000000000013,0.0001,2.5e-05,0.0
78,0.003725000000000002,0.005524999999999999,0.0075999999999999965,0.009624999999999996
79,0.001950000000000001,0.0003,2.5e-05,0.0
80,0.0029500000000000017,0.005850000000000001,0.008274999999999994,0.010174999999999997
81,0.0026500000000000017,0.00017500000000000003,0.0,0.0
82,0.003350000000000002,0.0048750000000000035,0.008524999999999994,0.011199999999999996
83,0.0023000000000000017,0.000225,0.0,0.0
84,0.003500000000000002,0.005525000000000002,0.008374999999999994,0.01079999999999999
85,0.0028250000000000016,0.00027499999999999996,0.0,0.0
86,0.0035750000000000022,0.005449999999999999,0.007899999999999996,0.011324999999999991
87,0.002825000000000002,0.00027499999999999996,0.0,0.0
88,0.003500000000000002,0.006150000000000001,0.008299999999999995,0.009699999999999993
89,0.002850000000000002,0.0002,2.5e-05,0.0
90,0.0032250000000000017,0.0058249999999999994,0.008424999999999995,0.011224999999999995
91,0.002550000000000002,0.000225,5e-05,0.0
92,0.0033000000000000026,0.0053500000000000015,0.007774999999999994,0.011299999999999994
93,0.0028750000000000013,0.000225,2.5e-05,0.0
94,0.003400000000000002,0.0057750000000000015,0.008099999999999994,0.010624999999999996
95,0.002900000000000002,0.00025,0.0,0.0
96,0.0031750000000000016,0.0058,0.008924999999999995,0.011049999999999994
97,0.0028000000000000013,0.00027499999999999996,2.5e-05,0.0
98,0.003450000000000002,0.005425,0.008549999999999997,0.010024999999999992
99,0.002975000000000002,0.000225,0.0,0.0
