,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009000000000000001,0.010000000000000002
3,0.0,0.024,0.058,0.062,0.114,0.148,0.37,0.434,0.468,0.524
5,0.0,0.008,0.026,0.056,0.094,0.15,0.286,0.426,0.464,0.472
7,0.0,0.002,0.014,0.032,0.06,0.148,0.324,0.44,0.534,0.482
9,0.0,0.002,0.006,0.018,0.04,0.076,0.262,0.486,0.496,0.498
