,500,1000,1500,2000,2500,3000
3,0.00019999999999999998,0.0007250000000000003,0.0007500000000000003,0.0012999999999999995,0.001524999999999999,0.0016999999999999982
5,0.0003250000000000001,0.0004000000000000001,0.0006500000000000003,0.0008500000000000004,0.0012749999999999994,0.0014749999999999989
7,5e-05,0.00027499999999999996,0.0004000000000000001,0.0005750000000000002,0.0010000000000000005,0.0019499999999999973
9,0.00027499999999999996,0.00037500000000000006,0.0005750000000000002,0.0007500000000000003,0.0013249999999999996,0.002149999999999998
