,1000,2000,3000,4000,5000,6000
3,0.0001,0.00030000000000000003,0.0001,0.0008999999999999999,0.0017000000000000003,0.0022000000000000006
5,0.0,0.0,0.0,0.0001,0.0005,0.0006
7,0.0,0.0,0.0,0.00030000000000000003,0.00030000000000000003,0.0008
9,0.0,0.0001,0.00030000000000000003,0.0004,0.0004,0.0008
