,0.004,0.005,0.006
3,0.013399999999999994,0.022399999999999958,0.030999999999999937
5,0.014399999999999982,0.022799999999999963,0.040800000000000024
7,0.012599999999999991,0.02819999999999994,0.049800000000000046
