,1000,2000,3000,4000,5000,6000
3,0.0006,0.0007999999999999999,0.0013,0.0019000000000000006,0.002300000000000001,0.003800000000000002
5,0.0004,0.0007,0.0010999999999999998,0.0016000000000000003,0.004400000000000001,0.0042000000000000015
7,0.0001,0.0006,0.0020000000000000005,0.0017000000000000003,0.004000000000000003,0.007399999999999992
9,0.0002,0.0009999999999999998,0.0020000000000000005,0.0045000000000000005,0.005499999999999998,0.008999999999999985
