,1,10,100,200,400,600,800,1000,1200,1400,1600,1800,2000,8000,12000
3,0.0001,0.0001,0.0005,0.0002,0.0007999999999999999,0.0007,0.0020000000000000005,0.0031000000000000016,0.005299999999999997,0.005399999999999998,0.00809999999999999,0.009699999999999983,0.011799999999999975,0.10289999999999994,0.17360000000000006
5,0.0001,0.0001,0.0012,0.0020000000000000005,0.0047,0.010699999999999982,0.0216,0.02510000000000004,0.03840000000000012,0.04580000000000018,0.05330000000000021,0.06990000000000016,0.07999999999999992,0.36779999999999974,0.4408999999999998
7,0.00030000000000000003,0.0007,0.003500000000000002,0.010499999999999982,0.02550000000000003,0.053500000000000214,0.0785,0.1067999999999999,0.13569999999999988,0.1631,0.19370000000000018,0.2200000000000002,0.22910000000000008,0.4820999999999998,0.5037999999999999
