,1,10,100,200,400,600,800,1000,1200,1400,1600,1800,2000
3,4.190000000000005e-05,4.630000000000006e-05,6.650000000000018e-05,0.00011580000000000013,0.0002763000000000003,0.0004986000000000004,0.0007755000000000008,0.0012045999999999969,0.0016644000000000012,0.0021817999999999994,0.0027930000000000003,0.0034804000000000015,0.0042745
5,9.000000000000002e-07,1.2000000000000004e-06,2.5999999999999992e-06,5.100000000000001e-06,1.8799999999999966e-05,4.180000000000002e-05,8.640000000000035e-05,0.00015540000000000012,0.0002483000000000002,0.00036880000000000034,0.0005388999999999996,0.0007459999999999987,0.0010223
7,0.0,0.0,0.0,3.0000000000000004e-07,8.000000000000002e-07,3.3999999999999984e-06,8.9e-06,1.7299999999999967e-05,3.259999999999992e-05,5.460000000000006e-05,8.940000000000029e-05,0.00014220000000000018,0.0002032
