,1,10,10,100,200,400,600,800,1000,1200,1400,1600,1800,2000
3,0.0036713999999999996,0.0037858999999999974,0.0037836000000000033,0.0052153,0.0069947000000000065,0.011218999999999998,0.01635320000000001,0.022281599999999995,0.028879899999999986,0.036075099999999964,0.0438344,0.05233099999999998,0.06110879999999998,0.0704028
5,0.001821300000000002,0.0018915000000000015,0.0018937000000000016,0.002734599999999999,0.003931900000000004,0.0071145,0.0114129,0.016880399999999993,0.023747900000000016,0.031987900000000014,0.04151439999999995,0.05230029999999999,0.06414169999999998,0.07732479999999994
7,0.0006554000000000001,0.0006851999999999996,0.0006832999999999993,0.0011119999999999986,0.0017327000000000015,0.003639900000000001,0.006584800000000005,0.010919200000000006,0.016696799999999984,0.024340499999999984,0.03377959999999999,0.04522990000000001,0.05875690000000001,0.07421120000000003
