,1,10,100,1000,2000,4000,6000,8000,12000,14000,16000,18000,20000,22000,24000,26000,28000,30000,32000
3,4.000000000000003e-05,3.700000000000002e-05,6.000000000000005e-05,0.0011979999999999964,0.004256999999999984,0.01563899999999999,0.03300600000000004,0.054933999999999886,0.1067589999999999,0.13480100000000025,0.16263199999999986,0.19243500000000013,0.21903399999999995,0.24592100000000014,0.270809,0.29360800000000004,0.31527599999999995,0.33601799999999993,0.35317000000000026
5,2e-06,1e-06,3e-06,0.00017700000000000013,0.0010509999999999983,0.007201999999999981,0.021639999999999986,0.04532400000000001,0.11727199999999982,0.16184499999999985,0.2075180000000001,0.253849,0.29605200000000037,0.33446699999999974,0.3684660000000001,0.3971449999999998,0.4201420000000002,0.4394119999999996,0.4552489999999997
7,0.0,0.0,0.0,1.900000000000001e-05,0.00018000000000000012,0.002828999999999985,0.011849000000000004,0.032109000000000006,0.11143799999999977,0.16745699999999988,0.2290150000000003,0.2884120000000003,0.34330400000000016,0.38892899999999986,0.42378100000000013,0.45040599999999986,0.46969800000000056,0.48127599999999987,0.48797200000000024
