,1,10,100,200,400,600,800,1000,1200,1400,1600,1800,2000
3,0.0001,0.0002,0.0,0.0,0.0,0.00030000000000000003,0.00030000000000000003,0.0010999999999999998,0.0020000000000000005,0.0018000000000000008,0.0031000000000000016,0.003800000000000002,0.0049
5,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0004,0.0005,0.0005,0.0006,0.0009999999999999998
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.00030000000000000003,0.0002
