,1,10,10,100,200,400,600,800,1000,1200,1400,1600,1800,2000
3,5.7700000000000196e-05,6.51000000000002e-05,6.220000000000017e-05,0.0001392,0.00027680000000000017,0.0007212000000000003,0.0013570999999999974,0.0021992999999999987,0.0031903999999999986,0.004382000000000001,0.005721100000000001,0.007195100000000005,0.008915600000000001,0.010644200000000005
5,0.00011960000000000029,0.00017630000000000052,0.00017290000000000022,0.000858099999999999,0.0020915000000000005,0.0061737000000000024,0.012004599999999992,0.019104700000000006,0.02744469999999997,0.03669109999999997,0.04671750000000003,0.05730089999999998,0.06860000000000001,0.0798204
7,0.00039089999999999985,0.0005885000000000002,0.0005909,0.0037857000000000012,0.0097684,0.028125200000000013,0.051511999999999995,0.07785150000000006,0.10528740000000002,0.13270589999999993,0.15947360000000008,0.18584609999999985,0.21031680000000003,0.23423890000000008
