,3,5,7,9,11
LX,0.00032000000000000013,0.0006100000000000003,0.0008000000000000005,0.0010200000000000007,0.0012000000000000008
LZ,0.0006800000000000004,2.9999999999999997e-05,0.0,0.0,0.0
