,0.001,0.002,0.003,0.004,0.005
3,0.9268999999999997,1.7634000000000016,2.339900000000001,2.7305999999999995,2.9824000000000015
5,0.3686999999999998,1.1843000000000004,1.9572000000000007,2.5703999999999985,2.888499999999999
7,0.17450000000000002,0.8616,1.7242000000000006,2.4355999999999995,2.8912
9,0.09509999999999998,0.712,1.6281000000000003,2.406899999999999,2.8916999999999997
