,0.001,0.002,0.003,0.004,0.005
3,0.029600000000000008,0.10259999999999996,0.20750000000000007,0.3279,0.47619999999999973
5,0.014199999999999973,0.08239999999999997,0.21249999999999994,0.42790000000000006,0.6826999999999999
7,0.0068999999999999955,0.056800000000000024,0.20619999999999994,0.45949999999999996,0.7747000000000002
9,0.0015000000000000002,0.037500000000000026,0.17799999999999996,0.49650000000000005,0.8737999999999996
