,3,5,7,9,11
LX,0.004004600000000001,0.004071400000000003,0.004175400000000001,0.004338300000000001,0.0044441
LZ,1.2400000000000022e-05,2.2500000000000042e-05,3.4200000000000066e-05,4.440000000000002e-05,5.3500000000000006e-05
syn,7.60000000000001e-06,1.3900000000000021e-05,2.1000000000000036e-05,2.7500000000000045e-05,3.070000000000006e-05
