,0.0001,0.0011,0.0021,0.0031,0.0041,0.0051,0.0061,0.0071,0.0081,0.0091,0.0101
3,8e-05,0.001460000000000001,0.004079999999999987,0.008049999999999979,0.012709999999999997,0.018779999999999995,0.025589999999999977,0.03173999999999999,0.038440000000000016,0.04569999999999998,0.05406000000000001
5,0.0,0.0007300000000000004,0.003319999999999992,0.009779999999999985,0.0179,0.03064000000000001,0.04433000000000002,0.05886000000000002,0.07749000000000002,0.09561000000000004,0.11091000000000005
7,0.0,0.0003300000000000001,0.0025999999999999964,0.009839999999999977,0.02324999999999998,0.042259999999999985,0.06777999999999998,0.09457000000000007,0.12040999999999999,0.14745999999999998,0.1699799999999999
