,5000,10000,15000,20000,25000
3,0.0008,0.0013,0.0009999999999999998,0.0018000000000000002,0.0026000000000000016
5,0.0006,0.0008999999999999999,0.0008999999999999999,0.0013000000000000004,0.0029000000000000007
7,0.0012,0.0008999999999999999,0.0007,0.0005,0.0027000000000000006
