,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009000000000000001,0.010000000000000002
3,0.003900000000000002,0.01159999999999998,0.017099999999999966,0.026000000000000037,0.050200000000000196,0.061100000000000265,0.085,0.10719999999999996,0.14349999999999993,0.20200000000000023
5,0.0015000000000000002,0.006099999999999997,0.011599999999999978,0.02890000000000006,0.056900000000000256,0.08700000000000005,0.11490000000000004,0.1744,0.30209999999999987,0.4099000000000001
7,0.0019000000000000006,0.004699999999999999,0.010099999999999984,0.023700000000000044,0.05270000000000021,0.07720000000000009,0.12519999999999998,0.24879999999999997,0.40869999999999956,0.4756999999999999
9,0.0007,0.011699999999999976,0.012199999999999978,0.026800000000000053,0.05110000000000025,0.08209999999999998,0.12770000000000004,0.2912000000000001,0.45470000000000005,0.4983
