,0.0001,0.0002,0.0003,0.0004,0.0005,0.0006,0.0007,0.0008,0.0009,0.001
3,9.000000000000002e-07,1.2000000000000004e-06,3.699999999999998e-06,4.9e-06,8.200000000000003e-06,9.399999999999995e-06,1.2199999999999985e-05,1.6099999999999968e-05,2.129999999999994e-05,2.8199999999999916e-05
5,0.0,0.0,0.0,0.0,0.0,1.0000000000000001e-07,1.0000000000000001e-07,5e-07,5e-07,5e-07
7,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000001e-07,0.0,0.0,0.0
