,0.1,0.2,0.3,0.4,0.5
3,0.0015578000000000002,0.004827200000000001,0.0098062,0.017266200000000013,0.024846100000000006
5,0.0005204000000000001,0.0028954000000000033,0.008223400000000002,0.016982800000000006,0.029230800000000005
7,0.00012000000000000027,0.0011353999999999976,0.0046130999999999985,0.012313900000000018,0.0254508
