,0.001,0.007,0.013000000000000001
3,0.005199999999999991,0.08675999999999992,0.12461999999999998
5,0.007239999999999968,0.05165999999999993,0.04887999999999996
7,0.007959999999999962,0.023819999999999838,0.015539999999999908
9,0.00833999999999996,0.008979999999999955,0.005279999999999998
