,7
0,0.00421999999999998
1,0.0
2,0.004489999999999977
3,0.0
4,0.0040299999999999815
5,1e-05
6,0.0040699999999999825
7,0.0
8,0.004299999999999978
9,2e-05
10,0.004239999999999975
11,0.0
12,0.0043099999999999744
13,1e-05
14,0.004439999999999975
15,2e-05
16,0.0038799999999999794
17,0.0
18,0.00393999999999998
19,1e-05
20,0.004499999999999975
21,2e-05
22,0.004509999999999974
23,0.0
24,0.0044099999999999764
25,0.0
26,0.004469999999999973
27,2.9999999999999997e-05
28,0.004339999999999977
29,2e-05
30,0.004329999999999976
31,2e-05
32,0.00474999999999997
33,1e-05
34,0.004699999999999969
35,1e-05
36,0.004679999999999972
37,2e-05
38,0.004679999999999974
39,1e-05
40,0.004439999999999975
41,2.9999999999999997e-05
42,0.004569999999999973
43,2.9999999999999997e-05
44,0.004879999999999973
45,2.9999999999999997e-05
46,0.004409999999999977
47,2e-05
48,0.004509999999999977
49,2e-05
50,0.004679999999999975
51,2e-05
52,0.004739999999999973
53,0.0
54,0.004779999999999972
55,2.9999999999999997e-05
56,0.004719999999999972
57,2e-05
58,0.004659999999999967
59,2e-05
60,0.004359999999999977
61,4e-05
62,0.0049399999999999705
63,4e-05
64,0.00474999999999997
65,6e-05
66,0.004489999999999974
67,7.000000000000001e-05
68,0.00482999999999997
69,2.9999999999999997e-05
70,0.00474999999999997
71,1e-05
72,0.004709999999999973
73,8e-05
74,0.004599999999999976
75,5e-05
76,0.004649999999999972
77,2.9999999999999997e-05
78,0.00465999999999997
79,4e-05
80,0.004649999999999974
81,8.999999999999999e-05
82,0.004779999999999968
83,0.0
84,0.00469999999999997
85,5e-05
86,0.004989999999999969
87,8.999999999999999e-05
88,0.005039999999999973
89,8e-05
90,0.004779999999999972
91,5e-05
92,0.004759999999999975
93,6e-05
94,0.004859999999999971
95,2.9999999999999997e-05
96,0.005059999999999973
97,9.999999999999999e-05
98,0.005149999999999971
99,6e-05
