,5
0,0.003594999999999981
1,0.0
2,0.0036999999999999785
3,1e-05
4,0.003499999999999977
5,1.4999999999999999e-05
6,0.0035949999999999793
7,2e-05
8,0.003694999999999977
9,2.5e-05
10,0.003519999999999978
11,5.4999999999999995e-05
12,0.0037349999999999766
13,4.9999999999999996e-05
14,0.003599999999999974
15,3.5000000000000004e-05
16,0.0037149999999999787
17,5.4999999999999995e-05
18,0.003699999999999974
19,8e-05
20,0.0033649999999999787
21,9e-05
22,0.003484999999999975
23,9.500000000000002e-05
24,0.003674999999999975
25,9e-05
26,0.0036149999999999798
27,0.00010500000000000002
28,0.0036949999999999774
29,0.00010500000000000003
30,0.003749999999999977
31,0.00011500000000000003
32,0.0035849999999999806
33,0.00010500000000000002
34,0.0036899999999999815
35,0.00018500000000000008
36,0.003784999999999975
37,0.00014500000000000006
38,0.003689999999999979
39,0.00010500000000000002
40,0.0037249999999999775
41,0.00013500000000000003
42,0.0036549999999999777
43,0.00012500000000000003
44,0.0038949999999999788
45,0.0002000000000000001
46,0.003814999999999976
47,0.00015000000000000004
48,0.0037149999999999796
49,0.00019500000000000008
50,0.0035749999999999784
51,0.00024000000000000017
52,0.0036199999999999804
53,0.00017000000000000007
54,0.003854999999999978
55,0.00024500000000000015
56,0.003944999999999976
57,0.0002100000000000001
58,0.0038699999999999768
59,0.00022500000000000016
60,0.003899999999999973
61,0.00024000000000000014
62,0.004004999999999977
63,0.00022000000000000012
64,0.003854999999999979
65,0.0003150000000000002
66,0.003714999999999978
67,0.0002300000000000001
68,0.004009999999999973
69,0.00023500000000000013
70,0.004014999999999979
71,0.00026000000000000014
72,0.0036449999999999777
73,0.00029000000000000016
74,0.004054999999999978
75,0.00034000000000000024
76,0.003959999999999981
77,0.00028500000000000015
78,0.003984999999999978
79,0.0003650000000000002
80,0.0040249999999999765
81,0.0003250000000000002
82,0.003994999999999976
83,0.0003650000000000002
84,0.003914999999999974
85,0.00042500000000000025
86,0.004174999999999973
87,0.0003500000000000002
88,0.004054999999999974
89,0.0003200000000000002
90,0.004044999999999976
91,0.00031500000000000023
92,0.004179999999999975
93,0.0003950000000000002
94,0.003969999999999978
95,0.0003350000000000002
96,0.003954999999999973
97,0.00040000000000000024
98,0.004144999999999972
99,0.00038500000000000025
