,3,5
0,0.001250000000000001,0.0019600000000000017
1,2e-05,0.0
2,0.0012200000000000008,0.0017800000000000014
3,1e-05,0.0
4,0.001300000000000001,0.002040000000000001
5,2e-05,1e-05
6,0.0011100000000000007,0.0022599999999999973
7,7.000000000000001e-05,0.0
8,0.001180000000000001,0.0019100000000000015
9,2.9999999999999997e-05,1e-05
10,0.0012000000000000008,0.0023599999999999975
11,2e-05,2.9999999999999997e-05
12,0.001350000000000001,0.002030000000000001
13,8.999999999999999e-05,1e-05
14,0.001180000000000001,0.0020300000000000006
15,8.999999999999999e-05,0.0
16,0.001280000000000001,0.0018300000000000013
17,5e-05,1e-05
18,0.001260000000000001,0.0020700000000000002
19,4e-05,2e-05
20,0.001440000000000001,0.0021999999999999975
21,8e-05,1e-05
22,0.0011500000000000008,0.0020100000000000014
23,8.999999999999999e-05,1e-05
24,0.0011900000000000007,0.0019700000000000017
25,0.00015,7.000000000000001e-05
26,0.0012300000000000008,0.0023099999999999965
27,0.00014,5e-05
28,0.0011200000000000008,0.0020300000000000006
29,0.00013,2.9999999999999997e-05
30,0.001360000000000001,0.0021100000000000003
31,0.00010999999999999999,1e-05
32,0.001270000000000001,0.0022099999999999976
33,0.00017,2.9999999999999997e-05
34,0.001170000000000001,0.0018600000000000014
35,0.00017,5e-05
36,0.001360000000000001,0.002159999999999999
37,0.00011999999999999998,6e-05
38,0.0013300000000000009,0.0021399999999999987
39,0.00020000000000000004,6e-05
40,0.0010100000000000007,0.002249999999999998
41,0.00014,2.9999999999999997e-05
42,0.001360000000000001,0.0024099999999999968
43,0.00011999999999999998,8.999999999999999e-05
44,0.0013200000000000009,0.0021799999999999988
45,0.00019000000000000004,5e-05
46,0.0011600000000000009,0.0019700000000000017
47,0.00022000000000000006,7.000000000000001e-05
48,0.0009900000000000006,0.00209
49,0.00023000000000000006,5e-05
50,0.001340000000000001,0.002289999999999997
51,0.00027000000000000006,5e-05
52,0.0014300000000000011,0.002379999999999996
53,0.00027000000000000006,8e-05
54,0.001280000000000001,0.0022599999999999986
55,0.00027000000000000006,7.000000000000001e-05
56,0.001270000000000001,0.0021199999999999995
57,0.00027000000000000006,7.000000000000001e-05
58,0.001270000000000001,0.0023699999999999975
59,0.00035000000000000016,5e-05
60,0.0012400000000000009,0.002269999999999997
61,0.00025000000000000006,5e-05
62,0.0014200000000000011,0.0020800000000000003
63,0.0002900000000000001,7.000000000000001e-05
64,0.001250000000000001,0.0022699999999999973
65,0.00032000000000000013,9.999999999999999e-05
66,0.001340000000000001,0.0019900000000000018
67,0.00027000000000000006,7.000000000000001e-05
68,0.001370000000000001,0.0021000000000000003
69,0.0002900000000000001,6e-05
70,0.001340000000000001,0.0022699999999999964
71,0.00036000000000000013,9.999999999999999e-05
72,0.001400000000000001,0.002239999999999998
73,0.00036000000000000013,8e-05
74,0.001470000000000001,0.002339999999999998
75,0.0002500000000000001,7.000000000000001e-05
76,0.001280000000000001,0.0022799999999999986
77,0.00037000000000000016,6e-05
78,0.0015200000000000012,0.002339999999999996
79,0.0003000000000000001,5e-05
80,0.001360000000000001,0.0021699999999999988
81,0.0004700000000000003,0.00013
82,0.0012100000000000008,0.0021099999999999995
83,0.00039000000000000016,0.00011999999999999998
84,0.001260000000000001,0.002199999999999998
85,0.00039000000000000016,0.00011999999999999998
86,0.001270000000000001,0.002259999999999998
87,0.00047000000000000026,0.00011999999999999998
88,0.001560000000000001,0.0024599999999999956
89,0.00032000000000000013,9.999999999999999e-05
90,0.0013300000000000009,0.002379999999999996
91,0.0004100000000000002,0.00014
92,0.001410000000000001,0.0024399999999999956
93,0.0004800000000000003,9.999999999999999e-05
94,0.0015000000000000011,0.002349999999999997
95,0.00045000000000000026,0.00010999999999999999
96,0.0015000000000000011,0.002209999999999998
97,0.0004600000000000003,0.00010999999999999999
98,0.001490000000000001,0.0023099999999999965
99,0.0005500000000000002,0.00010999999999999999
