,7
0,0.0007073999999999994
1,0.0
2,0.0007037999999999992
3,1.0000000000000001e-07
4,0.0006935999999999992
5,0.0
6,0.0007127999999999992
7,1.0000000000000001e-07
8,0.0007516999999999988
9,0.0
10,0.0007387999999999988
11,2.0000000000000002e-07
12,0.0007398999999999996
13,0.0
14,0.0007400999999999981
15,4.0000000000000003e-07
16,0.0007565999999999993
17,1.0000000000000001e-07
18,0.0007555999999999994
19,1.0000000000000001e-07
20,0.0007553999999999993
21,4.0000000000000003e-07
22,0.0007636999999999985
23,4.0000000000000003e-07
24,0.000767799999999999
25,6.000000000000001e-07
26,0.0007683999999999999
27,6.000000000000001e-07
28,0.0007835000000000002
29,7.000000000000001e-07
30,0.0007758999999999993
31,5e-07
32,0.0007712999999999996
33,7.000000000000001e-07
34,0.000796699999999999
35,6.000000000000001e-07
36,0.000791299999999999
37,7.000000000000001e-07
38,0.0007964999999999992
39,8.000000000000002e-07
40,0.0008119999999999996
41,6.000000000000001e-07
42,0.0008000999999999996
43,7.000000000000001e-07
44,0.0008174000000000004
45,9.000000000000002e-07
46,0.000810599999999999
47,9.000000000000002e-07
48,0.0008385999999999996
49,6.000000000000001e-07
50,0.0008281000000000005
51,7.000000000000001e-07
52,0.0008165999999999998
53,5e-07
54,0.0008451999999999999
55,1.2000000000000004e-06
56,0.0008415999999999999
57,7.000000000000001e-07
58,0.0008414000000000001
59,1.4000000000000004e-06
60,0.0008451999999999989
61,9.000000000000002e-07
62,0.0008547999999999982
63,4.0000000000000003e-07
64,0.0008559999999999999
65,8.000000000000002e-07
66,0.0008610999999999998
67,1.1000000000000003e-06
68,0.0008858999999999991
69,6.000000000000001e-07
70,0.0008762000000000008
71,4.0000000000000003e-07
72,0.0008910999999999993
73,1.0000000000000002e-06
74,0.0008853999999999984
75,1.2000000000000004e-06
76,0.0008876999999999994
77,1.0000000000000002e-06
78,0.0009050999999999994
79,1.1000000000000003e-06
80,0.0009048999999999992
81,9.000000000000002e-07
82,0.0009205
83,1.2000000000000004e-06
84,0.0009197999999999999
85,1.6000000000000006e-06
86,0.0009249999999999999
87,1.6000000000000006e-06
88,0.0009368999999999997
89,2.1000000000000002e-06
90,0.0009154999999999998
91,1.2000000000000004e-06
92,0.0009209999999999988
93,1.7000000000000005e-06
94,0.0009338999999999994
95,1.6000000000000006e-06
96,0.0009399999999999996
97,1.7000000000000005e-06
98,0.0009387000000000001
99,1.5000000000000005e-06
