,5
0,0.004524999999999971
1,0.0
2,0.00436999999999997
3,2.5e-05
4,0.0044599999999999675
5,4.4999999999999996e-05
6,0.004604999999999971
7,4.4999999999999996e-05
8,0.004584999999999972
9,3e-05
10,0.0047549999999999685
11,4.4999999999999996e-05
12,0.004724999999999969
13,4e-05
14,0.004594999999999967
15,7e-05
16,0.00451999999999997
17,0.00013500000000000006
18,0.004639999999999971
19,0.00013000000000000004
20,0.004529999999999971
21,8e-05
22,0.004779999999999968
23,0.00014000000000000007
24,0.0046199999999999705
25,0.00016500000000000005
26,0.004969999999999964
27,0.00022500000000000013
28,0.004794999999999968
29,0.00014000000000000004
30,0.004919999999999969
31,0.00016500000000000008
32,0.00480999999999997
33,0.0002050000000000001
34,0.004349999999999971
35,0.0002650000000000001
36,0.004949999999999966
37,0.00024000000000000014
38,0.004929999999999967
39,0.00022500000000000013
40,0.00490999999999997
41,0.00028500000000000015
42,0.005029999999999968
43,0.00031000000000000016
44,0.004954999999999968
45,0.0002950000000000002
46,0.004854999999999968
47,0.0003350000000000002
48,0.004849999999999966
49,0.0003550000000000002
50,0.005099999999999965
51,0.0003650000000000002
52,0.004849999999999969
53,0.0003350000000000002
54,0.004949999999999966
55,0.0003650000000000002
56,0.0048799999999999625
57,0.00041000000000000026
58,0.0049749999999999656
59,0.0003550000000000002
60,0.0048449999999999665
61,0.0004550000000000003
62,0.005229999999999962
63,0.0003400000000000002
64,0.004854999999999965
65,0.0003150000000000002
66,0.005059999999999968
67,0.00039000000000000026
68,0.0050249999999999635
69,0.0005050000000000003
70,0.005234999999999962
71,0.00048000000000000034
72,0.005099999999999965
73,0.0005850000000000005
74,0.005509999999999962
75,0.0005400000000000003
76,0.005304999999999964
77,0.0005600000000000004
78,0.005114999999999966
79,0.0006300000000000005
80,0.005284999999999964
81,0.0005300000000000003
82,0.0054749999999999695
83,0.0006350000000000005
84,0.005249999999999966
85,0.0006300000000000005
86,0.005124999999999967
87,0.0006800000000000005
88,0.005444999999999962
89,0.0006500000000000005
90,0.005214999999999963
91,0.0005400000000000003
92,0.0052099999999999655
93,0.0005650000000000004
94,0.0053349999999999596
95,0.0006400000000000005
96,0.005299999999999963
97,0.0006650000000000004
98,0.005044999999999969
99,0.0007450000000000005
