,4000,8000,12000,16000,20000
3,0.0009999999999999998,0.002300000000000001,0.006999999999999994,0.011099999999999981,0.012999999999999973
5,0.0004,0.00030000000000000003,0.0020000000000000005,0.004000000000000002,0.007299999999999995
7,0.0,0.0001,0.0007,0.0012,0.003300000000000002
9,0.0,0.0,0.0001,0.0004,0.0013
