,0.0001,0.0002,0.0003,0.0004,0.0005,0.0006,0.0007,0.0008,0.0009,0.001
3,0.0018000000000000004,0.003900000000000002,0.006699999999999995,0.011599999999999977,0.017199999999999983,0.021200000000000004,0.029700000000000067,0.03520000000000011,0.04140000000000014,0.048500000000000175
5,0.0001,0.0013,0.002700000000000001,0.007799999999999989,0.010099999999999984,0.018199999999999987,0.02990000000000009,0.03490000000000009,0.05050000000000019,0.06260000000000032
7,0.0,0.00030000000000000003,0.0008999999999999999,0.002700000000000001,0.007899999999999992,0.011899999999999978,0.02520000000000003,0.03670000000000013,0.05520000000000017,0.07290000000000015
